event_id,event_time,ingestion_date,loan_id,customer_id,event_type,installment_number,principal_amount,installment_amount,outstanding_balance,interest_rate,term_months,days_past_due,loan_status,channel,region,product_type
EVT000017688,2025-04-25 20:51:38,2025-04-26,LN101787,CU901787,PAYMENT,1,2447180.0,62386.78,2384793.22,0.1824,18,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000001245,2024-10-19 00:02:23,2024-10-20,LN100127,CU900127,DELINQUENCY,3,13685770.0,684835.93,11631262.21,0.3004,12,11,DELINQUENT,AGENTE,VALLE,CONSUMO
EVT000001862,2024-02-11 16:48:04,2024-02-11,LN100187,CU900187,PAYMENT,1,7632400.0,206074.8,7426325.2,0.34,24,0,ACTIVE,OFFLINE,SANTANDER,VEHICULO
EVT000001947,2026-04-08 20:01:23,2026-04-08,LN100194,CU900194,PAYMENT,8,16258772.0,382731.49,13196920.08,0.2708,24,0,ACTIVE,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000000448,2026-01-28 17:58:08,2026-01-29,LN100045,CU900045,PAYMENT,7,15435880.0,192125.25,14091003.25,0.1734,36,27,DELINQUENT,OFFLINE,CUNDINAMARCA,VEHICULO
EVT000010801,2023-09-06 17:16:34,2023-09-06,LN101087,CU901087,PAYMENT,2,16723530.0,249933.16,16223663.68,0.0989,24,41,DELINQUENT,AGENTE,BOLIVAR,LIBRANZA
EVT000005674,2023-04-21 04:06:17,2023-04-22,LN100568,CU900568,DELINQUENCY,2,3882179.0,310651.96,3260875.08,0.2001,6,12,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000008479,2023-12-04 02:33:35,2023-12-04,LN100850,CU900850,PAYMENT,5,3882007.0,95070.35,3406655.25,0.2898,24,0,ACTIVE,ONLINE,CUNDINAMARCA,VEHICULO
EVT000018241,2025-11-01 03:22:01,2025-11-01,LN101842,CU901842,DISBURSEMENT,0,15687329.0,860136.25,15687329.0,0.3483,12,0,ACTIVE,ONLINE,NARINO,MICROCREDITO
EVT000008310,2026-05-22 03:59:43,2026-05-23,LN100831,CU900831,PAYMENT,9,5599578.0,198187.73,3815888.43,0.3309,18,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000002368,2024-02-16 06:06:43,2024-02-16,LN100236,CU900236,PAYMENT,4,22739650.0,675367.6,20038179.6,0.097,12,30,DELINQUENT,OFFLINE,SANTANDER,LIBRANZA
EVT000009020,2023-03-26 22:17:06,2023-03-26,LN100906,CU900906,DELINQUENCY,0,23608346.0,390167.26,23608346.0,0.2958,36,35,DELINQUENT,ONLINE,SANTANDER,CONSUMO
EVT000013256,2023-11-10 09:21:40,,LN101332,CU901332,PAYMENT,2,28095804.0,625553.08,26844697.84,0.2453,24,0,ACTIVE,OFFLINE,RISARALDA,LIBRANZA
EVT000002131,2025-05-15 03:19:27,2025-05-16,LN100211,CU900211,PAYMENT,4,19574788.0,315154.09,18314171.64,0.283,36,22,DELINQUENT,OFFLINE,ANTIOQUIA,CONSUMO
EVT000012676,2023-07-29 22:24:30,2023-07-29,LN101274,CU901274,PAYMENT,3,17535456.0,192407.79,16958232.63,0.2389,48,0,ACTIVE,APP,ANTIOQUIA,MICROCREDITO
EVT000018444,2026-02-16 04:09:35,2026-02-17,LN101863,CU901863,PAYMENT,5,29660845.0,411000.44,27605842.8,0.2157,36,0,ACTIVE,ONLINE,BOLIVAR,MICROCREDITO
EVT000017384,2024-08-18 18:05:03,2024-08-19,LN101752,CU901752,DELINQUENCY,3,10777541.0,168632.59,10271643.23,0.2694,36,6,DELINQUENT,OFFLINE,CALDAS,LIBRANZA
EVT000006608,2024-06-04 09:11:36,2024-06-04,LN100660,CU900660,PAYMENT,2,20714740.0,704715.45,19305309.1,0.3103,18,0,ACTIVE,AGENTE,ATLANTICO,VEHICULO
EVT000010554,2025-05-12 22:11:51,2025-05-12,LN101060,CU901060,PAYMENT,1,19209923.0,419832.87,0.0,0.2371,24,0,ACTIVE,AGENTE,BOGOTA,MICROCREDITO
EVT000005649,2025-09-12 06:01:24,2025-09-12,LN100565,CU900565,PAYMENT,9,5723057.0,358263.37,2498686.67,0.113,6,93,DELINQUENT,OFFLINE,SANTANDER,CONSUMO
EVT000019070,2025-05-30 04:00:29,2025-05-30,LN101924,CU901924,PAYMENT,1,19585356.0,430877.83,19154478.17,0.24,24,1,DELINQUENT,AGENTE,CUNDINAMARCA,CONSUMO
EVT000008413,2024-03-31 06:50:11,2024-04-01,LN100842,CU900842,DISBURSEMENT,0,19148576.0,179932.79,19148576.0,0.0819,36,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000007539,2026-03-03 11:56:45,2026-03-04,LN100756,CU900756,PAYMENT,6,25844110.0,2445369.69,11171891.86,0.2731,6,0,ACTIVE,AGENTE,ATLANTICO,MICROCREDITO
EVT000011326,2025-03-20 09:13:15,2025-03-21,LN101138,CU901138,PAYMENT,6,24264172.0,410630.67,21800387.98,0.3077,36,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000007262,2024-03-21 13:33:50,2024-03-21,LN100726,CU900726,PAYMENT,1,9283916.0,251779.8,9032136.2,0.2068,18,0,ACTIVE,ONLINE,CALDAS,VEHICULO
EVT000016018,2024-06-26 09:00:58,2024-06-26,LN101613,CU901613,DISBURSEMENT,0,11923485.0,194074.59,11923485.0,0.2883,36,0,ACTIVE,APP,CALDAS,CONSUMO
EVT000005815,2025-06-23 04:15:39,2025-06-23,LN100581,CU900581,DELINQUENCY,1,21177134.0,399083.09,20778050.91,0.1769,24,19,DELINQUENT,ONLINE,NARINO,CONSUMO
EVT000008643,2025-05-08 20:42:05,2025-05-08,LN100867,CU900867,PAYMENT,6,1332064.0,50000.0,1032064.0,0.3266,36,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000000661,2023-07-11 10:15:02,2023-07-11,LN100068,CU900068,PAYMENT,2,6893043.0,58711.49,6775620.02,0.1407,48,0,ACTIVE,OFFLINE,VALLE,CONSUMO
EVT000003624,2025-12-01 14:20:11,2025-12-01,LN100362,CU900362,PAYMENT,1,7351363.0,260679.33,7090683.67,0.1546,12,-15,ACTIVE,AGENTE,CUNDINAMARCA,CONSUMO
EVT000009868,2024-07-10 09:37:04,,LN100992,CU900992,DISBURSEMENT,0,11338109.0,166783.58,11338109.0,0.0942,24,0,ACTIVE,ONLINE,VALLE,MICROCREDITO
EVT000006226,2023-11-14 21:01:54,2023-11-15,LN100622,CU900622,PAYMENT,12,28028719.0,2798947.88,0.0,0.2993,6,0,ACTIVE,AGENTE,CUNDINAMARCA,LIBRANZA
EVT000014352,2024-09-12 06:35:48,2024-09-12,LN101444,CU901444,DELINQUENCY,5,18080394.0,208828.55,17036251.25,0.262,48,38,DELINQUENT,APP,ATLANTICO,VEHICULO
EVT000005662,2025-04-26 18:10:01,2025-04-27,LN100567,CU900567,DISBURSEMENT,0,13302955.0,263265.48,13302955.0,0.1958,24,0,ACTIVE,OFFLINE,VALLE,CONSUMO
EVT000014099,2023-07-13 01:32:39,2023-07-14,LN101418,CU901418,PAYMENT,3,12552044.0,170791.48,12039669.56,0.2082,36,36,DELINQUENT,AGENTE,CUNDINAMARCA,MICROCREDITO
EVT000014630,2023-02-13 00:08:17,2023-02-13,LN101472,CU901472,CHARGEOFF,0,11368570.0,136119.68,11368570.0,0.1592,36,352,CHARGEOFF,OFFLINE,ANTIOQUIA,CONSUMO
EVT000015374,2026-01-20 02:01:30,2026-01-21,LN101549,CU901549,PAYMENT,4,13532382.0,1341059.06,8168145.76,0.2955,6,330,DELINQUENT,OFFLINE,BOGOTA,VEHICULO
EVT000005619,2025-06-01 20:12:49,2025-06-01,LN100563,CU900563,PAYMENT,2,12170258.0,186509.2,11797239.6,0.1065,24,172,DELINQUENT,AGENTE,NARINO,CONSUMO
EVT000017492,2024-08-29 10:14:13,2024-08-29,LN101766,CU901766,DELINQUENCY,2,25902380.0,593164.5,24716051.0,0.258,24,37,DELINQUENT,ONLINE,BOLIVAR,CONSUMO
EVT000010594,2025-10-15 11:53:57,2025-10-16,LN101065,CU901065,PAYMENT,3,23124386.0,907400.91,20402183.27,0.1924,12,15,DELINQUENT,AGENTE,CUNDINAMARCA,VEHICULO
EVT000014485,2023-09-26 16:07:32,2023-09-26,LN101458,CU901458,PAYMENT,4,22726583.0,1655404.31,0.0,0.1642,6,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000013244,2024-06-04 20:24:51,2024-06-05,LN101331,CU901331,PAYMENT,1,4603167.0,50000.0,4553167.0,0.1925,48,17,DELINQUENT,AGENTE,RISARALDA,MICROCREDITO
EVT000000872,2024-05-30 01:03:16,2024-05-30,LN100089,CU900089,PAYMENT,3,6035317.0,123663.65,5664326.05,0.2098,24,9,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000014828,2024-08-20 14:53:49,2024-08-20,LN101492,CU901492,PAYMENT,3,7535255.0,309096.16,6607966.52,0.2102,12,0,ACTIVE,AGENTE,CALDAS,LIBRANZA
EVT000008360,2023-12-22 13:53:31,2023-12-22,LN100836,CU900836,PAYMENT,6,12721291.0,228856.03,11348154.82,0.1598,24,60,DELINQUENT,OFFLINE,ATLANTICO,LIBRANZA
EVT000015418,2024-02-18 06:54:56,2024-02-18,LN101553,CU901553,PAYMENT,3,18517892.0,1014780.48,15473550.56,0.348,12,106,DELINQUENT,OFFLINE,BOLIVAR,CONSUMO
EVT000011818,2025-01-05 06:21:48,2025-01-06,LN101188,CU901188,PAYMENT,1,10835932.0,197376.5,10638555.5,0.1643,24,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000006421,2024-02-27 05:30:09,2024-02-28,LN100641,CU900641,PAYMENT,1,1930964.0,177841.78,1753122.22,0.2605,6,0,ACTIVE,AGENTE,BOGOTA,LIBRANZA
EVT000001411,2026-03-03 00:02:39,2026-03-04,LN100143,CU900143,DELINQUENCY,5,16054339.0,347496.17,14316858.15,0.2329,24,82,DELINQUENT,ONLINE,BOGOTA,LIBRANZA
EVT000013852,2026-01-14 01:33:11,2026-01-15,LN101391,CU901391,DELINQUENCY,2,3267720.0,50000.0,3167720.0,0.2499,36,5,DELINQUENT,OFFLINE,BOGOTA,MICROCREDITO
EVT000019075,2026-01-10 13:12:19,2026-01-10,LN101925,CU901925,PAYMENT,1,25265327.0,695638.67,24569688.33,0.213,18,0,ACTIVE,OFFLINE,CUNDINAMARCA,CONSUMO
EVT000004141,2024-04-06 13:18:37,,LN100414,CU900414,PAYMENT,2,25718277.0,972922.42,23772432.16,0.1783,12,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000005523,2024-02-29 00:47:23,2024-02-29,LN100553,CU900553,PAYMENT,2,4079562.0,337379.78,3404802.44,0.2135,6,0,ACTIVE,OFFLINE,SANTANDER,VEHICULO
EVT000017064,2023-10-21 11:08:48,2023-10-22,LN101717,CU901717,PAYMENT,3,9733190.0,289270.41,0.0,0.2458,18,11,DELINQUENT,OFFLINE,RISARALDA,CONSUMO
EVT000017988,2025-08-18 16:53:00,2025-08-19,LN101815,CU901815,PAYMENT,4,17970909.0,251832.34,16963579.64,0.2204,36,15,DELINQUENT,OFFLINE,NARINO,LIBRANZA
EVT000008667,2024-05-28 17:32:03,2024-05-28,LN100870,CU900870,PAYMENT,4,21596310.0,577917.26,19284640.96,0.2014,18,0,ACTIVE,ONLINE,NARINO,MICROCREDITO
EVT000006612,2024-10-03 10:17:46,2024-10-04,LN100660,CU900660,DELINQUENCY,5,20714740.0,704715.45,17191162.75,0.3103,18,15,DELINQUENT,AGENTE,ATLANTICO,VEHICULO
EVT000017451,2024-12-17 06:43:45,,LN101761,CU901761,DELINQUENCY,1,18189855.0,1143778.08,17046076.92,0.1144,6,19,DELINQUENT,AGENTE,RISARALDA,CONSUMO
EVT000005589,2025-03-22 06:37:40,2025-03-22,LN100559,CU900559,DISBURSEMENT,7,8626623.0,227527.18,7033932.74,0.3275,24,5,DELINQUENT,ONLINE,CALDAS,CONSUMO
EVT000019751,2025-09-13 14:31:32,2025-09-13,LN101992,CU901992,DELINQUENCY,8,15244947.0,568636.52,10695854.84,0.173,12,36,DELINQUENT,AGENTE,CUNDINAMARCA,MICROCREDITO
EVT000008668,2024-06-25 18:17:13,,LN100870,CU900870,CHARGEOFF,4,21596310.0,577917.26,19284640.96,0.2014,18,193,CHARGEOFF,ONLINE,NARINO,MICROCREDITO
EVT000015158,2025-03-29 11:04:42,2025-03-29,LN101528,CU901528,DELINQUENCY,4,23535757.0,396930.54,21948034.84,0.1373,24,18,DELINQUENT,ONLINE,ANTIOQUIA,LIBRANZA
EVT000006999,2023-10-07 14:46:17,2023-10-08,LN100701,CU900701,PAYMENT,2,2788878.0,256855.66,2275166.68,0.2605,6,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000007637,2025-10-14 00:17:53,2025-10-15,LN100765,CU900765,PAYMENT,8,18500926.0,972593.68,10720176.56,0.3257,12,13,DELINQUENT,ONLINE,BOLIVAR,CONSUMO
EVT000005479,2024-09-04 16:53:18,2024-09-05,LN100549,CU900549,DISBURSEMENT,6,28808880.0,1337884.39,20781573.66,0.2644,12,180,DELINQUENT,AGENTE,ANTIOQUIA,VEHICULO
EVT000019161,2023-09-25 04:12:50,2023-09-26,LN101933,CU901933,PAYMENT,5,13146205.0,276201.77,11765196.15,0.2202,24,36,DELINQUENT,ONLINE,ATLANTICO,VEHICULO
EVT000001928,2024-10-24 19:52:31,2024-10-24,LN100192,CU900192,PAYMENT,8,9541791.0,209967.11,7862054.12,0.2401,24,0,ACTIVE,OFFLINE,BOGOTA,LIBRANZA
EVT000001264,2024-05-23 07:23:13,2024-05-24,LN100129,CU900129,PAYMENT,5,12488478.0,159228.09,11692337.55,0.31,48,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000006738,2023-10-07 21:33:22,2023-10-08,LN100674,CU900674,DISBURSEMENT,0,28273561.0,312352.17,28273561.0,0.2419,48,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000015184,2024-12-22 06:38:04,2024-12-23,LN101530,CU901530,PAYMENT,10,26122411.0,821811.05,17904300.5,0.2719,18,20,DELINQUENT,AGENTE,BOGOTA,CONSUMO
EVT000016628,2025-09-13 09:38:37,2025-09-14,LN101675,CU901675,PAYMENT,1,6464269.0,172757.59,6291511.41,0.3345,24,0,ACTIVE,ONLINE,SANTANDER,CONSUMO
EVT000011590,2024-09-30 06:24:33,2024-09-30,LN101164,CU901164,DISBURSEMENT,0,14906360.0,734734.48,14906360.0,0.2929,12,0,ACTIVE,APP,BOGOTA,CONSUMO
EVT000000519,2024-06-15 13:03:40,2024-06-15,LN100052,CU900052,PAYMENT,4,5158948.0,81545.77,4832764.92,0.2742,36,18,DELINQUENT,OFFLINE,BOGOTA,CONSUMO
EVT000005204,2025-07-01 20:15:21,2025-07-02,LN100522,CU900522,DISBURSEMENT,0,7085446.0,366671.83,7085446.0,0.3175,12,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000003579,2023-08-23 11:02:11,2023-08-23,LN100357,CU900357,PAYMENT,4,21624351.0,394860.65,20044908.4,0.3478,36,0,ACTIVE,ONLINE,ATLANTICO,VEHICULO
EVT000008711,2025-03-22 14:39:24,2025-03-22,LN100875,CU900875,PAYMENT,7,24913589.0,428389.16,21914864.88,0.1439,24,13,DELINQUENT,ONLINE,VALLE,CONSUMO
EVT000013533,2023-12-08 03:44:48,2023-12-09,LN101359,CU901359,PAYMENT,3,25929793.0,515830.02,24382302.94,0.0984,18,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000002900,2025-08-30 06:04:02,2025-08-30,LN100289,CU900289,DISBURSEMENT,2,25908033.0,267975.42,25372082.16,0.1103,36,0,ACTIVE,OFFLINE,NARINO,LIBRANZA
EVT000015662,2023-06-13 05:19:51,2023-06-13,LN101576,CU901576,PAYMENT,1,13014484.0,267838.08,12746645.92,0.1087,18,0,ACTIVE,AGENTE,CUNDINAMARCA,LIBRANZA
EVT000000151,2023-11-28 12:24:09,2023-11-28,LN100015,CU900015,PAYMENT,2,9020657.0,322819.25,8375018.5,0.3368,18,0,ACTIVE,AGENTE,VALLE,CONSUMO
EVT000016883,2024-12-06 03:17:50,2024-12-06,LN101700,CU901700,DELINQUENCY,4,10081690.0,217109.19,9213253.24,0.2307,24,6,DELINQUENT,AGENTE,BOGOTA,VEHICULO
EVT000016972,2024-09-09 12:09:31,2024-09-09,LN101709,CU901709,DELINQUENCY,7,20802371.0,315710.65,0.0,0.2553,36,36,DELINQUENT,AGENTE,ATLANTICO,CONSUMO
EVT000001766,2024-08-03 02:44:39,2024-08-03,LN100178,CU900178,PAYMENT,7,24819120.0,1338495.14,15449654.02,0.3393,12,10,DELINQUENT,ONLINE,RISARALDA,CONSUMO
EVT000018343,2025-03-23 21:29:39,2025-03-24,LN101853,CU901853,PAYMENT,1,11794701.0,418082.83,11376618.17,0.3317,18,0,ACTIVE,OFFLINE,BOGOTA,CONSUMO
EVT000011423,2024-03-23 03:45:59,,LN101146,CU901146,PAYMENT,8,17767439.0,283094.53,15502682.76,0.278,36,16,DELINQUENT,OFFLINE,BOLIVAR,VEHICULO
EVT000008648,2025-09-19 14:44:44,2025-09-20,LN100868,CU900868,CHARGEOFF,3,16139539.0,819888.58,13679873.26,0.308,12,139,CHARGEOFF,ONLINE,BOGOTA,CONSUMO
EVT000012594,2026-03-06 06:12:18,2026-03-06,LN101266,CU901266,PAYMENT,5,13558007.0,205742.76,12529293.2,0.1035,24,263,DELINQUENT,OFFLINE,VALLE,VEHICULO
EVT000015291,2023-06-04 20:05:56,2023-06-04,LN101541,CU901541,DISBURSEMENT,0,14709296.0,346747.14,14709296.0,0.1536,18,0,ACTIVE,APP,ANTIOQUIA,CONSUMO
EVT000005566,2025-05-23 01:14:56,2025-05-23,LN100557,CU900557,PAYMENT,2,13351127.0,1323096.69,10704933.62,0.2955,6,0,ACTIVE,ONLINE,ANTIOQUIA,MICROCREDITO
EVT000013551,2023-06-12 13:55:19,2023-06-13,LN101361,CU901361,PAYMENT,4,3431265.0,91031.46,3067139.16,0.3306,24,0,ACTIVE,ONLINE,CUNDINAMARCA,CONSUMO
EVT000014780,2025-07-29 14:12:46,2025-07-30,LN101486,CU901486,PAYMENT,6,5380350.0,146937.36,4498725.84,0.3462,24,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000009340,2024-09-02 06:18:30,2024-09-02,LN100941,CU900941,DISBURSEMENT,0,11877982.0,530351.9,11877982.0,0.2465,12,0,ACTIVE,OFFLINE,NARINO,CONSUMO
EVT000002557,2025-11-22 10:51:34,2025-11-23,LN100255,CU900255,DISBURSEMENT,2,26395219.0,1408448.89,23578321.22,0.3336,12,68,DELINQUENT,OFFLINE,ANTIOQUIA,LIBRANZA
EVT000008574,2026-02-11 11:24:32,2026-02-12,LN100860,CU900860,PAYMENT,2,9526128.0,187236.05,9151655.9,0.1931,24,0,ACTIVE,APP,CALDAS,MICROCREDITO
EVT000016497,2025-05-14 20:46:26,2025-05-15,LN101661,CU901661,DISBURSEMENT,8,22206795.0,318445.44,19659231.48,0.0868,24,180,DELINQUENT,ONLINE,NARINO,VEHICULO
EVT000002943,2024-12-09 17:06:50,2024-12-10,LN100293,CU900293,PAYMENT,4,19128427.0,394428.16,17550714.36,0.2124,24,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000004539,2025-07-12 13:56:36,2025-07-13,LN100455,CU900455,PAYMENT,1,19308194.0,786808.91,18521385.09,0.2075,12,0,ACTIVE,OFFLINE,NARINO,CONSUMO
EVT000011687,2024-02-22 06:58:01,2024-02-23,LN101174,CU901174,PAYMENT,4,29397022.0,436104.82,27652602.72,0.0967,24,0,ACTIVE,OFFLINE,RISARALDA,CONSUMO
EVT000001287,2024-04-16 02:49:07,2024-04-16,LN100131,CU900131,PAYMENT,4,1644823.0,54706.81,1425995.76,0.1326,12,0,ACTIVE,AGENTE,ANTIOQUIA,MICROCREDITO
EVT000011124,2024-06-14 02:19:23,,LN101119,CU901119,PAYMENT,7,13305927.0,599032.83,9112697.19,0.2502,12,209,DELINQUENT,ONLINE,NARINO,CONSUMO
EVT000006641,2025-08-18 02:02:55,2025-08-18,LN100664,CU900664,DISBURSEMENT,0,5733901.0,77675.25,5733901.0,0.2064,36,0,ACTIVE,ONLINE,VALLE,CONSUMO
EVT000003746,2023-01-14 20:13:31,2023-01-15,LN100374,CU900374,DISBURSEMENT,0,10095572.0,350383.65,10095572.0,0.3206,18,0,ACTIVE,ONLINE,VALLE,LIBRANZA
EVT000004829,2024-01-06 09:19:45,2024-01-07,LN100484,CU900484,DISBURSEMENT,8,1820810.0,50000.0,1420810.0,0.3208,24,0,ACTIVE,OFFLINE,BOGOTA,LIBRANZA
EVT000001683,2023-11-02 12:43:19,2023-11-03,LN100169,CU900169,PAYMENT,5,9826471.0,512646.99,7263236.05,0.3217,12,0,ACTIVE,OFFLINE,CALDAS,MICROCREDITO
EVT000008771,2024-10-18 17:55:36,2024-10-19,LN100882,CU900882,PAYMENT,4,21508879.0,466957.76,19641047.96,0.2342,24,0,ACTIVE,ONLINE,ANTIOQUIA,LIBRANZA
EVT000015445,2026-06-05 01:58:50,2026-05-25,LN101555,CU901555,CHARGEOFF,4,29626706.0,1617321.88,23157418.48,0.3459,12,179,CHARGEOFF,OFFLINE,NARINO,CONSUMO
EVT000005563,2026-01-21 02:25:17,2026-01-22,LN100556,CU900556,PAYMENT,6,23285179.0,653226.89,19365817.66,0.2208,18,0,ACTIVE,OFFLINE,CALDAS,CONSUMO
EVT000012785,2024-09-29 22:10:58,2024-09-29,LN101285,CU901285,DISBURSEMENT,0,6425343.0,95833.99,6425343.0,0.0983,24,0,ACTIVE,OFFLINE,ANTIOQUIA,CONSUMO
EVT000001032,2026-01-21 08:48:17,2026-01-22,LN100105,CU900105,PAYMENT,9,1092252.0,50000.0,642252.0,0.2712,24,11,DELINQUENT,APP,VALLE,MICROCREDITO
EVT000019216,2024-09-01 16:47:33,2024-09-01,LN101938,CU901938,PAYMENT,6,28558214.0,561835.26,25187202.44,0.0951,18,207,DELINQUENT,AGENTE,RISARALDA,CONSUMO
EVT000018498,2023-12-20 17:42:41,,LN101867,CU901867,PAYMENT,10,20070948.0,177878.78,18292160.2,0.1545,48,5,DELINQUENT,APP,SANTANDER,MICROCREDITO
EVT000013243,2024-05-12 19:37:27,2024-05-13,LN101331,CU901331,DELINQUENCY,0,4603167.0,50000.0,4603167.0,0.1925,48,23,DELINQUENT,AGENTE,RISARALDA,MICROCREDITO
EVT000007233,2025-09-17 00:26:45,2025-09-18,LN100724,CU900724,DISBURSEMENT,0,3060501.0,162482.0,3060501.0,0.3309,12,0,ACTIVE,AGENTE,VALLE,LIBRANZA
EVT000016420,2024-08-20 01:53:03,2024-08-21,LN101653,CU901653,PAYMENT,4,12341348.0,753562.71,9327097.16,0.1053,6,16,DELINQUENT,OFFLINE,ANTIOQUIA,VEHICULO
EVT000001579,2023-08-02 07:52:49,,LN100160,CU900160,PAYMENT,2,14655615.0,195603.61,14264407.78,0.2004,36,33,DELINQUENT,ONLINE,ATLANTICO,CONSUMO
EVT000015884,2025-09-13 03:44:05,2025-09-13,LN101599,CU901599,DISBURSEMENT,0,3330756.0,71322.59,3330756.0,0.1212,18,0,ACTIVE,ONLINE,ANTIOQUIA,VEHICULO
EVT000005672,2023-03-09 02:47:46,2023-03-10,LN100568,CU900568,DELINQUENCY,1,3882179.0,310651.96,3571527.04,0.2001,6,12,DELINQUENT,ONLINE,BOGOTA,CONSUMO
EVT000018685,2025-06-15 13:41:13,2025-06-16,LN101887,CU901887,DISBURSEMENT,0,18207920.0,196600.02,18207920.0,0.2319,48,0,ACTIVE,OFFLINE,ATLANTICO,VEHICULO
EVT000010503,2023-10-29 12:45:06,2023-10-29,LN101055,CU901055,PAYMENT,2,3258848.0,75931.16,3106985.68,0.266,24,0,ACTIVE,ONLINE,RISARALDA,CONSUMO
EVT000009266,2023-06-28 20:36:50,2023-06-29,LN100931,CU900931,PAYMENT,5,27386010.0,1490346.66,19934276.7,0.3442,12,34,DELINQUENT,ONLINE,NARINO,CONSUMO
EVT000006493,2023-05-01 04:52:33,2023-05-02,LN100648,CU900648,PAYMENT,2,28781062.0,927613.63,26925834.74,0.1223,12,0,ACTIVE,AGENTE,VALLE,CONSUMO
EVT000015183,2024-12-13 05:48:56,2024-12-14,LN101530,CU901530,PAYMENT,9,26122411.0,821811.05,18726111.55,0.2719,18,26,DELINQUENT,AGENTE,BOGOTA,CONSUMO
EVT000005812,2024-03-10 11:54:58,2024-03-10,LN100580,CU900580,PAYMENT,12,13875342.0,400719.88,9066703.44,0.2332,18,0,ACTIVE,OFFLINE,ATLANTICO,MICROCREDITO
EVT000019561,2024-02-24 15:33:51,2024-02-24,LN101974,CU901974,DISBURSEMENT,0,29276013.0,804797.6,29276013.0,0.3498,24,0,ACTIVE,OFFLINE,BOLIVAR,MICROCREDITO
EVT000016743,2025-07-25 16:38:56,2025-07-25,LN101686,CU901686,PAYMENT,6,22326452.0,2399647.06,7928569.64,0.3374,6,0,ACTIVE,ONLINE,ATLANTICO,CONSUMO
EVT000011066,2025-04-11 13:59:06,2025-04-12,LN101114,CU901114,PAYMENT,2,3619527.0,84642.64,3450241.72,0.2677,24,0,ACTIVE,ONLINE,RISARALDA,LIBRANZA
EVT000019225,2025-02-13 19:38:10,2025-02-13,LN101939,CU901939,DELINQUENCY,3,10700477.0,445353.85,9364415.45,0.2162,12,17,DELINQUENT,OFFLINE,CUNDINAMARCA,LIBRANZA
EVT000011570,2023-10-29 09:45:07,2023-10-30,LN101162,CU901162,DISBURSEMENT,0,12161795.0,295105.96,12161795.0,0.2853,24,0,ACTIVE,OFFLINE,BOLIVAR,VEHICULO
EVT000016435,2025-03-26 00:05:27,2025-03-27,LN101655,CU901655,PAYMENT,1,11515633.0,241290.9,11274342.1,0.1143,18,35,DELINQUENT,AGENTE,BOGOTA,CONSUMO
EVT000012578,2024-07-30 01:28:49,2024-07-30,LN101264,CU901264,PAYMENT,9,2720692.0,113643.3,1697902.3,0.2177,12,10,DELINQUENT,ONLINE,ANTIOQUIA,CONSUMO
EVT000015277,2023-11-19 05:04:36,2023-11-20,LN101539,CU901539,PAYMENT,9,24403615.0,557215.88,19388672.08,0.1425,18,0,ACTIVE,ONLINE,ANTIOQUIA,CONSUMO
EVT000018513,2024-02-14 00:26:41,2024-02-15,LN101869,CU901869,PAYMENT,3,23856660.0,2115608.61,17509834.17,0.2434,6,4,DELINQUENT,ONLINE,CUNDINAMARCA,LIBRANZA
EVT000004077,2024-07-29 11:33:59,,LN100407,CU900407,PAYMENT,7,8760688.0,357611.28,6257409.04,0.2082,12,0,ACTIVE,ONLINE,BOGOTA,CONSUMO
EVT000014639,2023-07-06 14:44:59,2023-07-06,LN101473,CU901473,DISBURSEMENT,0,15897056.0,132780.16,15897056.0,0.1341,48,0,ACTIVE,OFFLINE,BOGOTA,MICROCREDITO
EVT000014748,2023-07-10 20:56:01,2023-07-11,LN101483,CU901483,PAYMENT,2,16600068.0,224156.25,16151755.5,0.2051,36,0,ACTIVE,ONLINE,ATLANTICO,MICROCREDITO
EVT000001543,2025-03-28 20:39:30,2025-03-28,LN100156,CU900156,DISBURSEMENT,0,3734405.0,201433.81,3734405.0,0.3394,12,0,ACTIVE,ONLINE,BOGOTA,MICROCREDITO
EVT000007366,2024-10-30 23:20:52,2024-10-31,LN100738,CU900738,PAYMENT,4,22541852.0,598411.03,20148207.88,0.1982,18,0,ACTIVE,ONLINE,ATLANTICO,LIBRANZA
